Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
enalapril,heart diseases,1.0,0.019961,1.0299,5.5e-05,0.005008,1
enalapril,coronary disease,1.0,0.018547,1.0339,5.2e-05,0.005008,1
enalapril,myocardial ischemia,1.0,0.01717,1.0225,2.4e-05,0.005004,1
enalapril,cardiovascular diseases,1.0,0.024522,1.0795,0.00018,0.005018,1
enalapril,breast neoplasms,1.0,0.020568,1.0786,0.000174,0.005012,1
cilostazol,"arthritis, rheumatoid",1.0,0.014532,1.1072,0.00049,0.005019,1
cilostazol,cerebral small vessel diseases,1.0,0.00926,1.029,2.6e-05,0.005003,1
cilostazol,cerebral infarction,1.0,0.009776,1.0287,2.6e-05,0.005005,1
cilostazol,cerebrovascular disorders,1.0,0.008926,1.0276,1.3e-05,0.005004,1
cilostazol,diabetes mellitus,1.0,0.018627,1.108,0.000465,0.005029,1
cilostazol,"dementia, vascular",1.0,0.009645,1.0365,5.2e-05,0.005006,1
cilostazol,stroke,1.0,0.014494,1.0525,0.000181,0.005014,1
cilostazol,peripheral vascular diseases,1.0,0.008532,1.0262,6e-06,0.005002,1
cilostazol,raynaud disease,1.0,0.008532,1.0262,6e-06,0.005002,1
cilostazol,acute coronary syndrome,1.0,0.010208,1.0316,3.9e-05,0.005006,1
cilostazol,coronary artery disease,1.0,0.012724,1.0463,0.000129,0.005012,1
cilostazol,atherosclerosis,1.0,0.012109,1.0515,0.000135,0.005014,1
cilostazol,hypercholesterolemia,1.0,0.010937,1.0434,9.7e-05,0.005011,1
cilostazol,"diabetes mellitus, type 2",1.0,0.017615,1.0983,0.000458,0.005027,1
cilostazol,cardiovascular diseases,1.0,0.015372,1.0897,0.000381,0.005023,1
cilostazol,alzheimer disease,1.0,0.018434,1.154,0.000736,0.005029,1
cilostazol,intermittent claudication,1.0,0.008532,1.0262,6e-06,0.005002,1
cilostazol,diabetes complications,1.0,0.008774,1.0279,1.3e-05,0.005003,1
cilostazol,peripheral arterial disease,1.0,0.011014,1.0302,3.2e-05,0.005005,1
midodrine,spinal cord injuries,1.0,0.210158,1.0019,1e-06,0.005,1
nucleosides,"hepatitis b, chronic",1.0,0.155086,1.0063,3e-06,0.005001,1
loratadine,"rhinitis, allergic",1.0,0.076095,1.0048,7e-06,0.005002,1
loratadine,rhinitis,1.0,0.06682,1.0047,7e-06,0.005002,1
loratadine,"rhinitis, allergic, seasonal",1.0,0.06759,1.0024,4e-06,0.005001,1
angiotensin receptor antagonists,"arthritis, rheumatoid",1.0,0.085413,1.0864,5.2e-05,0.005011,1
angiotensin receptor antagonists,hypertension,1.0,0.085653,1.1048,6.7e-05,0.005014,1
sulfadoxine,pneumonia,1.0,0.060871,1.0106,1.4e-05,0.005004,1
sulfadoxine,malaria,1.0,0.057119,1.0109,1.1e-05,0.005003,1
sulfadoxine,hiv infections,1.0,0.082084,1.1243,0.000122,0.005017,1
zonisamide,obesity,1.0,0.034148,1.1307,0.000216,0.005018,1
zonisamide,"sleep apnea, obstructive",1.0,0.027454,1.0152,2e-05,0.005002,1
zonisamide,seizures,1.0,0.029825,1.0259,4.9e-05,0.005008,1
zonisamide,"epilepsies, partial",1.0,0.026973,1.0165,2.2e-05,0.005004,1
zonisamide,epilepsy,1.0,0.036626,1.0699,0.000134,0.005015,1
zonisamide,sleep apnea syndromes,1.0,0.02557,1.0168,2e-05,0.005003,1
amifampridine,myasthenia gravis,1.0,0.147851,1.0089,2e-06,0.005001,1
cefadroxil,neuroinflammatory diseases,1.0,0.052824,1.006,5e-06,0.005002,1
cefadroxil,"renal insufficiency, chronic",1.0,0.061039,1.0257,2.6e-05,0.005004,1
cefadroxil,autoimmune diseases,1.0,0.055228,1.0241,1.8e-05,0.005003,1
flumazenil,hepatic encephalopathy,1.0,0.080232,1.0023,2e-06,0.005001,1
flumazenil,liver cirrhosis,1.0,0.08959,1.0065,7e-06,0.005001,1
penicillin g benzathine,syphilis,1.0,0.211764,1.0017,1e-06,0.005,1
leuprolide,prostatic neoplasms,1.0,0.055722,1.0369,2.8e-05,0.005005,1
leuprolide,obesity,1.0,0.058174,1.1315,0.000108,0.005017,1
leuprolide,alzheimer disease,1.0,0.062118,1.1359,0.000116,0.005018,1
cholinesterase inhibitors,dementia,1.0,0.095615,1.0893,6.9e-05,0.005016,1
cholinesterase inhibitors,alzheimer disease,1.0,0.090703,1.1331,7.7e-05,0.005018,1
clopidogrel,cerebral infarction,1.0,0.014154,1.0162,1.5e-05,0.005004,1
clopidogrel,diabetes mellitus,1.0,0.024226,1.0945,0.000269,0.005021,1
clopidogrel,inflammation,1.0,0.014555,1.0247,4.5e-05,0.005005,1
clopidogrel,stroke,1.0,0.019819,1.0397,0.000105,0.00501,1
clopidogrel,acute coronary syndrome,1.0,0.014374,1.019,2.2e-05,0.005005,1
clopidogrel,coronary artery disease,1.0,0.017161,1.0335,7.5e-05,0.005008,1
clopidogrel,renal insufficiency,1.0,0.015389,1.022,3.7e-05,0.005004,1
clopidogrel,intracranial arteriosclerosis,1.0,0.014974,1.0173,2.2e-05,0.005004,1
clopidogrel,atherosclerosis,1.0,0.017062,1.0387,7.8e-05,0.00501,1
clopidogrel,overweight,1.0,0.015681,1.0333,7.5e-05,0.005006,1
clopidogrel,cardiovascular diseases,1.0,0.021216,1.0764,0.00022,0.005017,1
antilymphocyte serum,kidney diseases,1.0,0.00947,1.0289,4.6e-05,0.005006,1
antilymphocyte serum,immunologic deficiency syndromes,1.0,0.010328,1.0249,3.5e-05,0.005008,1
antilymphocyte serum,diabetes mellitus,1.0,0.013555,1.1015,0.000416,0.005016,1
antilymphocyte serum,hypoglycemia,1.0,0.009248,1.026,3.5e-05,0.005005,1
antilymphocyte serum,myelodysplastic syndromes,1.0,0.014126,1.051,0.000167,0.005019,1
antilymphocyte serum,"leukemia, myeloid, acute",1.0,0.013547,1.0496,0.000144,0.005017,1
antilymphocyte serum,"histiocytosis, langerhans-cell",1.0,0.011157,1.0304,6.4e-05,0.00501,1
antilymphocyte serum,lymphoma,1.0,0.015563,1.0766,0.000289,0.005023,1
antilymphocyte serum,"leukemia, lymphocytic, chronic, b-cell",1.0,0.011483,1.038,9.8e-05,0.005012,1
antilymphocyte serum,chediak-higashi syndrome,1.0,0.010328,1.0249,3.5e-05,0.005008,1
antilymphocyte serum,leukemia,1.0,0.014492,1.0584,0.000196,0.005021,1
antilymphocyte serum,neuroblastoma,1.0,0.011014,1.0293,5.8e-05,0.005009,1
antilymphocyte serum,"lymphohistiocytosis, hemophagocytic",1.0,0.010328,1.0249,3.5e-05,0.005008,1
antilymphocyte serum,"diabetes mellitus, type 1",1.0,0.011718,1.0488,0.000167,0.00501,1
antilymphocyte serum,anemia,1.0,0.011989,1.034,8.7e-05,0.00501,1
antilymphocyte serum,lymphoproliferative disorders,1.0,0.011247,1.0309,5.8e-05,0.005012,1
antilymphocyte serum,autoimmune diseases,1.0,0.011249,1.041,0.000104,0.005011,1
rabeprazole,osteoarthritis,1.0,0.041857,1.0261,3.5e-05,0.005005,1
rabeprazole,dyspepsia,1.0,0.036776,1.0055,3e-06,0.005001,1
rabeprazole,asthma,1.0,0.048924,1.0536,6.9e-05,0.005008,1
rabeprazole,arthritis,1.0,0.043418,1.0345,4.8e-05,0.005006,1
oxyquinoline,osteoarthritis,1.0,0.04289,1.0243,3.5e-05,0.005004,1
oxyquinoline,low back pain,1.0,0.040078,1.0042,5e-06,0.005001,1
oxyquinoline,diabetic neuropathies,1.0,0.046364,1.0137,1.8e-05,0.005003,1
oxyquinoline,"neuralgia, postherpetic",1.0,0.039682,1.0058,7e-06,0.005002,1
nasal sprays,"rhinitis, allergic",1.0,0.192532,1.0042,2e-06,0.005001,1
pseudoephedrine,common cold,1.0,0.043429,1.0032,3e-06,0.005001,1
pseudoephedrine,headache,1.0,0.046568,1.009,1.2e-05,0.005002,1
pseudoephedrine,respiratory tract infections,1.0,0.052548,1.0052,8e-06,0.005001,1
pseudoephedrine,pharyngitis,1.0,0.044697,1.0018,3e-06,0.005001,1
febuxostat,gout,1.0,0.078945,1.007,1e-06,0.005001,1
febuxostat,hypertension,1.0,0.102472,1.1024,6.7e-05,0.005013,1
quinacrine,prostatic neoplasms,1.0,0.163965,1.0289,9e-06,0.005003,1
crystalloid solutions,"shock, septic",1.0,0.088227,1.0069,3e-06,0.005001,1
crystalloid solutions,hypertension,1.0,0.09751,1.1024,6.7e-05,0.005013,1
felodipine,hypertension,1.0,0.096637,1.1024,6.7e-05,0.005013,1
felodipine,"hypertrophy, left ventricular",1.0,0.074192,1.0085,2e-06,0.005001,1
filgrastim,"lymphoma, non-hodgkin",1.0,0.011258,1.0509,0.00015,0.005016,1
filgrastim,"lymphoma, b-cell",1.0,0.00868,1.0369,6.4e-05,0.00501,1
filgrastim,thrombocytopenia,1.0,0.008745,1.0326,5e-05,0.005008,1
filgrastim,graft vs host disease,1.0,0.00949,1.0376,8.6e-05,0.00501,1
filgrastim,medulloblastoma,1.0,0.008513,1.0337,5.7e-05,0.005008,1
filgrastim,purpura,1.0,0.007616,1.0263,1.4e-05,0.005005,1
filgrastim,x-linked combined immunodeficiency diseases,1.0,0.008483,1.0248,2.1e-05,0.005004,1
filgrastim,neutropenia,1.0,0.008379,1.0287,3.6e-05,0.005006,1
filgrastim,felty syndrome,1.0,0.007616,1.0263,1.4e-05,0.005005,1
filgrastim,lymphoma,1.0,0.014625,1.0801,0.000357,0.005025,1
filgrastim,"anemia, sickle cell",1.0,0.010146,1.0409,0.000121,0.005011,1
filgrastim,central nervous system neoplasms,1.0,0.009912,1.0422,0.000121,0.005012,1
filgrastim,chemotherapy-induced febrile neutropenia,1.0,0.007349,1.0233,7e-06,0.005003,1
filgrastim,thalassemia,1.0,0.008619,1.0302,4.3e-05,0.005007,1
filgrastim,multiple myeloma,1.0,0.01109,1.0497,0.000164,0.005015,1
filgrastim,anemia,1.0,0.010838,1.0373,0.000107,0.005011,1
filgrastim,hiv infections,1.0,0.016721,1.1448,0.000856,0.005026,1
filgrastim,cytopenia,1.0,0.007349,1.0233,7e-06,0.005003,1
filgrastim,autoimmune diseases,1.0,0.009597,1.0444,0.000128,0.005011,1
filgrastim,hodgkin disease,1.0,0.01045,1.0377,0.000107,0.00501,1
filgrastim,breast neoplasms,1.0,0.012446,1.086,0.000406,0.005017,1
"anesthetics, local","pain, postoperative",1.0,0.147583,1.0107,4e-06,0.005001,1
propranolol,retinopathy of prematurity,1.0,0.034118,1.0052,5e-06,0.005001,1
propranolol,"carcinoma, hepatocellular",1.0,0.023921,1.009,1.9e-05,0.005002,1
propranolol,hyperalgesia,1.0,0.023204,1.0076,1.1e-05,0.005001,1
propranolol,idiopathic noncirrhotic portal hypertension,1.0,0.021793,1.0046,3e-06,0.005001,1
propranolol,peptic ulcer,1.0,0.025185,1.0061,8e-06,0.005001,1
propranolol,brain injuries,1.0,0.023221,1.0101,1.6e-05,0.005002,1
propranolol,pancreatic neoplasms,1.0,0.025957,1.0245,4.3e-05,0.005003,1
propranolol,liver cirrhosis,1.0,0.02881,1.0103,2.7e-05,0.005002,1
testosterone,hypogonadism,1.0,0.028365,1.0198,1e-05,0.005002,1
testosterone,metabolic syndrome,1.0,0.032061,1.0479,5.4e-05,0.005009,1
testosterone,"diabetes mellitus, type 2",1.0,0.03847,1.0845,0.000121,0.005015,1
testosterone,alzheimer disease,1.0,0.041517,1.1395,0.000194,0.005021,1
testosterone,hiv infections,1.0,0.039362,1.1334,0.000204,0.005019,1
glyburide,diabetes mellitus,1.0,0.068932,1.0852,7.3e-05,0.00501,1
glyburide,"diabetes, gestational",1.0,0.056921,1.0127,8e-06,0.005002,1
glyburide,pregnancy in diabetics,1.0,0.050659,1.0082,3e-06,0.005001,1
"anesthetics, intravenous",synesthesia,1.0,0.087469,1.0203,2e-05,0.005004,1
"anesthetics, intravenous","obesity, morbid",1.0,0.093826,1.0107,8e-06,0.005002,1
dicloxacillin,parkinson disease,1.0,0.087182,1.0167,1.2e-05,0.005003,1
dicloxacillin,alzheimer disease,1.0,0.093123,1.1308,7.7e-05,0.005015,1
desflurane,obesity,1.0,0.040496,1.1295,0.00018,0.005018,1
desflurane,vomiting,1.0,0.036976,1.0206,3.1e-05,0.005006,1
desflurane,synesthesia,1.0,0.037514,1.0263,4.9e-05,0.005008,1
desflurane,postoperative nausea and vomiting,1.0,0.036608,1.0192,2.9e-05,0.005006,1
desflurane,arthritis,1.0,0.032104,1.0378,5.9e-05,0.005006,1
pentamidine,pneumonia,1.0,0.083945,1.0101,1e-05,0.005003,1
pentamidine,hiv infections,1.0,0.105103,1.1238,8.2e-05,0.005016,1
ketamine,psychophysiologic disorders,1.0,0.019738,1.08,0.000544,0.005023,1
ketamine,pain,1.0,0.013179,1.0515,0.000226,0.005014,1
ketamine,inflammation,1.0,0.009286,1.0309,7.3e-05,0.005006,1
ketamine,"epilepsy, post-traumatic",1.0,0.010164,1.0305,7.9e-05,0.005008,1
ketamine,obesity,1.0,0.017106,1.1424,0.000648,0.005025,1
ketamine,sepsis,1.0,0.011124,1.0217,3.7e-05,0.005003,1
ketamine,neoplasms,1.0,0.010789,1.0551,0.000214,0.005011,1
ketamine,seizures,1.0,0.012511,1.0365,0.000147,0.005013,1
ketamine,alcoholism,1.0,0.010601,1.0268,6.1e-05,0.005006,1
ketamine,hyperalgesia,1.0,0.009111,1.022,2.4e-05,0.005003,1
ketamine,postoperative cognitive complications,1.0,0.008566,1.0201,1.2e-05,0.005002,1
ketamine,"pain, postoperative",1.0,0.010371,1.0289,6.7e-05,0.005007,1
ketamine,acute pain,1.0,0.008379,1.0212,1.2e-05,0.005003,1
ketamine,critical illness,1.0,0.008297,1.0209,1.2e-05,0.005003,1
ketamine,status epilepticus,1.0,0.010053,1.0261,6.1e-05,0.005007,1
ketamine,delirium,1.0,0.009741,1.0293,7.3e-05,0.005007,1
ketamine,epilepsy,1.0,0.01802,1.0809,0.000403,0.005024,1
ketamine,drug resistant epilepsy,1.0,0.010759,1.0233,4.3e-05,0.005004,1
cefuroxime,obesity,1.0,0.160715,1.1258,3.6e-05,0.005013,1
perindopril,"ventricular dysfunction, left",1.0,0.013814,1.0244,1.9e-05,0.005003,1
perindopril,hypotension,1.0,0.016471,1.029,5.6e-05,0.005006,1
perindopril,dyslipidemias,1.0,0.015583,1.0357,5.6e-05,0.005008,1
perindopril,lipid metabolism disorders,1.0,0.013519,1.0207,1.1e-05,0.005003,1
perindopril,obesity,1.0,0.024786,1.14,0.000396,0.005026,1
perindopril,hypertension,1.0,0.026252,1.1166,0.00037,0.005025,1
perindopril,"hypertension, renal",1.0,0.014283,1.0237,2.2e-05,0.005004,1
perindopril,heart failure,1.0,0.017637,1.0318,6.7e-05,0.005006,1
perindopril,atrial fibrillation,1.0,0.016349,1.0236,2.2e-05,0.005003,1
perindopril,alzheimer disease,1.0,0.022965,1.1445,0.000426,0.005023,1
perindopril,essential hypertension,1.0,0.015943,1.0311,5.6e-05,0.005008,1
droxidopa,parkinson disease,1.0,0.077825,1.0142,1.7e-05,0.005003,1
droxidopa,fibromyalgia,1.0,0.06259,1.0076,7e-06,0.005001,1
droxidopa,"hypotension, orthostatic",1.0,0.088269,1.0027,2e-06,0.005001,1
glycoside hydrolase inhibitors,diabetes mellitus,1.0,0.087026,1.087,4.9e-05,0.005013,1
glycoside hydrolase inhibitors,"diabetes mellitus, type 2",1.0,0.08757,1.0776,4.8e-05,0.005013,1
arsenic trioxide,myelodysplastic syndromes,1.0,0.0369,1.0369,4.9e-05,0.005009,1
arsenic trioxide,myeloproliferative disorders,1.0,0.029956,1.0123,1e-05,0.005002,1
arsenic trioxide,leukemia,1.0,0.035769,1.0442,5.8e-05,0.005009,1
arsenic trioxide,"neoplasms, plasma cell",1.0,0.029746,1.0099,7e-06,0.005002,1
arsenic trioxide,multiple myeloma,1.0,0.034914,1.0323,3.9e-05,0.005007,1
voriconazole,"aspergillosis, allergic bronchopulmonary",1.0,0.100518,1.0029,3e-06,0.005001,1
voriconazole,mycoses,1.0,0.108291,1.0014,2e-06,0.005001,1
omega-n-methylarginine,obesity,1.0,0.086945,1.1288,7.2e-05,0.005017,1
omega-n-methylarginine,"diabetes mellitus, type 2",1.0,0.08451,1.0785,4.8e-05,0.005013,1
silybin,hypertension,1.0,0.164149,1.102,3.4e-05,0.005012,1
betamethasone valerate,paronychia,1.0,0.228465,1.0006,1e-06,0.005,1
betamethasone valerate,oral submucous fibrosis,1.0,0.228465,1.0006,1e-06,0.005,1
diltiazem,metabolic syndrome,1.0,0.064225,1.0409,3.3e-05,0.005006,1
diltiazem,"cardiomyopathy, hypertrophic",1.0,0.056867,1.0058,1e-06,0.005,1
diltiazem,hypertension,1.0,0.07744,1.1044,0.000101,0.005014,1
codeine,temporomandibular joint disorders,1.0,0.169178,1.0066,2e-06,0.005001,1
salmine,myocardial infarction,1.0,0.007818,1.0407,6.7e-05,0.005007,1
salmine,"osteoarthritis, knee",1.0,0.008573,1.0442,0.000105,0.005008,1
salmine,fibromyalgia,1.0,0.007688,1.0369,5.2e-05,0.005004,1
salmine,pain,1.0,0.010903,1.0644,0.000276,0.005015,1
salmine,shoulder pain,1.0,0.007671,1.033,1.5e-05,0.005003,1
salmine,st elevation myocardial infarction,1.0,0.006746,1.0349,2.2e-05,0.005004,1
salmine,"epilepsy, post-traumatic",1.0,0.007962,1.0431,9.7e-05,0.005007,1
salmine,obesity,1.0,0.01566,1.1563,0.000792,0.005038,1
salmine,hypertension,1.0,0.014535,1.1326,0.00074,0.005033,1
salmine,coronary artery disease,1.0,0.008832,1.0525,0.000149,0.005011,1
salmine,melanoma,1.0,0.007657,1.0425,9e-05,0.005004,1
salmine,alcoholism,1.0,0.008412,1.0393,7.5e-05,0.005006,1
salmine,synesthesia,1.0,0.009956,1.0507,0.000217,0.005012,1
salmine,heart failure,1.0,0.009426,1.0466,0.000134,0.00501,1
salmine,dupuytren contracture,1.0,0.006649,1.0334,1.5e-05,0.005003,1
salmine,"diabetes mellitus, type 2",1.0,0.01332,1.1049,0.00053,0.005029,1
salmine,"diabetes mellitus, type 1",1.0,0.009337,1.0612,0.000217,0.005013,1
salmine,delirium,1.0,0.007979,1.0419,9e-05,0.005008,1
salmine,cardiovascular diseases,1.0,0.011384,1.0962,0.000441,0.005023,1
salmine,alzheimer disease,1.0,0.014939,1.1609,0.000852,0.005031,1
salmine,"brain injuries, traumatic",1.0,0.008922,1.0373,6e-05,0.005005,1
salmine,sleep apnea syndromes,1.0,0.007748,1.0398,7.5e-05,0.005006,1
povidone-iodine,pleural effusion,1.0,0.228465,1.0006,1e-06,0.005,1
povidone-iodine,"pleural effusion, malignant",1.0,0.228465,1.0006,1e-06,0.005,1
insulin lispro,diabetes mellitus,1.0,0.062629,1.0884,7.3e-05,0.005015,1
insulin lispro,"diabetes mellitus, type 2",1.0,0.061987,1.0789,7.2e-05,0.005015,1
insulin lispro,"diabetes mellitus, type 1",1.0,0.052472,1.0363,3e-05,0.005007,1
amoxicillin,pneumonia,1.0,0.033905,1.0093,2.9e-05,0.005003,1
amoxicillin,tuberculosis,1.0,0.034332,1.0202,4.1e-05,0.005004,1
amoxicillin,respiratory tract infections,1.0,0.031033,1.0065,1.2e-05,0.005002,1
amoxicillin,helicobacter infections,1.0,0.032347,1.004,8e-06,0.005001,1
amoxicillin,infections,1.0,0.030483,1.0145,3.7e-05,0.005004,1
amoxicillin,periodontitis,1.0,0.031668,1.0035,6e-06,0.005001,1
risedronic acid,osteoporosis,1.0,0.07583,1.0108,8e-06,0.005002,1
risedronic acid,epilepsy,1.0,0.085238,1.0637,4.5e-05,0.005009,1
verapamil,hypertension,1.0,0.063442,1.1034,0.000101,0.005014,1
verapamil,coronary artery disease,1.0,0.053988,1.0253,2e-05,0.005004,1
verapamil,"epilepsies, myoclonic",1.0,0.049823,1.0063,4e-06,0.005001,1
digoxin,breast neoplasms,1.0,0.156874,1.0645,1.9e-05,0.005007,1
amiloride,hypertension,1.0,0.087863,1.1049,6.7e-05,0.005016,1
amiloride,"diabetes mellitus, type 2",1.0,0.084249,1.0778,4.8e-05,0.005012,1
gamma-aminobutyric acid,epilepsy,1.0,0.158923,1.0632,2.2e-05,0.005008,1
acetylcholine,anemia,1.0,0.152962,1.0154,5e-06,0.005002,1
nivolumab,"arthritis, rheumatoid",1.0,0.016131,1.0937,0.000361,0.005015,1
nivolumab,lung neoplasms,1.0,0.014221,1.0409,0.000114,0.005012,1
nivolumab,"carcinoma, hepatocellular",1.0,0.011802,1.0172,3.3e-05,0.005004,1
nivolumab,sarcoma,1.0,0.013544,1.0316,8.1e-05,0.005008,1
nivolumab,triple negative breast neoplasms,1.0,0.013744,1.0312,8.1e-05,0.005011,1
nivolumab,melanoma,1.0,0.013014,1.0237,5.7e-05,0.005006,1
nivolumab,biliary tract neoplasms,1.0,0.013057,1.0199,4.3e-05,0.005008,1
nivolumab,"carcinoma, pancreatic ductal",1.0,0.011862,1.0171,2.9e-05,0.005006,1
nivolumab,colorectal neoplasms,1.0,0.015909,1.0314,9.5e-05,0.005012,1
nivolumab,"carcinoma, non-small-cell lung",1.0,0.014938,1.0333,9.5e-05,0.005012,1
nivolumab,liver neoplasms,1.0,0.012797,1.0203,3.3e-05,0.005004,1
nivolumab,stomach neoplasms,1.0,0.013654,1.0239,5.7e-05,0.005008,1
nivolumab,"mesothelioma, malignant",1.0,0.01162,1.0159,2.4e-05,0.005004,1
nivolumab,pancreatic neoplasms,1.0,0.014693,1.0328,7.6e-05,0.00501,1
moxifloxacin,tuberculosis,1.0,0.045921,1.0202,3.4e-05,0.005003,1
moxifloxacin,wound infection,1.0,0.066967,1.0034,5e-06,0.005002,1
moxifloxacin,abscess,1.0,0.066967,1.0034,5e-06,0.005002,1
moxifloxacin,diabetic foot,1.0,0.066967,1.0034,5e-06,0.005002,1
moxifloxacin,ulcer,1.0,0.07217,1.0052,8e-06,0.005002,1
ethambutol,mycobacterium avium-intracellulare infection,1.0,0.09084,1.0045,2e-06,0.005001,1
ethambutol,hiv infections,1.0,0.120947,1.1237,8.2e-05,0.005015,1
doxazosin,"rhinitis, allergic",1.0,0.192532,1.0042,2e-06,0.005001,1
dobutamine,"ventricular dysfunction, left",1.0,0.041807,1.0103,8e-06,0.005001,1
dobutamine,myocardial infarction,1.0,0.043444,1.0119,1.5e-05,0.005002,1
dobutamine,"shock, cardiogenic",1.0,0.040329,1.0028,2e-06,0.005001,1
dobutamine,sepsis,1.0,0.052673,1.0056,1e-05,0.005001,1
dobutamine,cardiomyopathies,1.0,0.040329,1.0028,2e-06,0.005001,1
ivermectin,onchocerciasis,1.0,0.10087,1.0028,1e-06,0.005,1
ivermectin,epilepsy,1.0,0.1244,1.0638,4.5e-05,0.005008,1
sodium oxybate,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
ginkgo extract,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
n-acetylneuraminic acid,hypertension,1.0,0.092007,1.1024,6.7e-05,0.005013,1
n-acetylneuraminic acid,xerostomia,1.0,0.077095,1.0065,3e-06,0.005001,1
sodium bicarbonate,pain,1.0,0.108168,1.0345,2.5e-05,0.005005,1
sodium bicarbonate,varicose veins,1.0,0.141429,1.003,1e-06,0.005,1
testosterone propionate,prostatic neoplasms,1.0,0.163965,1.0289,9e-06,0.005003,1
fluphenazine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
fluphenazine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
esomeprazole,"arthritis, rheumatoid",1.0,0.024325,1.0926,0.000258,0.005013,1
esomeprazole,esophageal neoplasms,1.0,0.017607,1.025,4.1e-05,0.005003,1
esomeprazole,osteoarthritis,1.0,0.020667,1.0338,8.8e-05,0.005007,1
esomeprazole,low back pain,1.0,0.018565,1.0135,1.4e-05,0.005002,1
esomeprazole,obesity,1.0,0.024558,1.1344,0.00036,0.005017,1
esomeprazole,gastroesophageal reflux,1.0,0.017958,1.0124,7e-06,0.005001,1
esomeprazole,chest pain,1.0,0.018114,1.0128,1e-05,0.005002,1
esomeprazole,duodenal ulcer,1.0,0.01628,1.0121,3e-06,0.005001,1
esomeprazole,precancerous conditions,1.0,0.017983,1.0251,3.4e-05,0.005003,1
esomeprazole,stomach ulcer,1.0,0.01662,1.0131,7e-06,0.005002,1
quercetin,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
chlorambucil,lymphoma,1.0,0.078354,1.06,3.4e-05,0.005007,1
chlorambucil,"leukemia, lymphocytic, chronic, b-cell",1.0,0.071686,1.022,1.2e-05,0.005003,1
reboxetine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
reboxetine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
nitrous oxide,abdominal neoplasms,1.0,0.024547,1.0089,1.2e-05,0.005004,1
nitrous oxide,headache,1.0,0.025851,1.0132,2.1e-05,0.005005,1
nitrous oxide,neoplasms,1.0,0.027858,1.0416,8.3e-05,0.005008,1
nitrous oxide,neurofibromatoses,1.0,0.024547,1.0089,1.2e-05,0.005004,1
nitrous oxide,hydrocephalus,1.0,0.025046,1.0095,1.4e-05,0.005004,1
nitrous oxide,glaucoma,1.0,0.02839,1.0188,5.2e-05,0.005005,1
nitrous oxide,epilepsy,1.0,0.032696,1.067,0.000157,0.005012,1
perazine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
perazine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
maraviroc,hematologic neoplasms,1.0,0.016072,1.0114,1.2e-05,0.005002,1
maraviroc,stroke,1.0,0.020125,1.035,8.6e-05,0.005005,1
maraviroc,hepatitis b,1.0,0.018917,1.0126,2.4e-05,0.005004,1
maraviroc,aids dementia complex,1.0,0.01688,1.0128,1.5e-05,0.005002,1
maraviroc,acquired immunodeficiency syndrome,1.0,0.021779,1.0236,7e-05,0.005008,1
maraviroc,covid-19,1.0,0.020361,1.0241,6.7e-05,0.005006,1
